epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
71,0.5284,0.5271,0.7361720186730797,0.7354,MLP520-Tanh-Adagrad-0.001-0
72,0.5279,0.527,0.7365964068467958,0.7358,MLP520-Tanh-Adagrad-0.001-0
73,0.5281,0.5269,0.7371622577450841,0.7363,MLP520-Tanh-Adagrad-0.001-0
74,0.5287,0.5268,0.7371622577450841,0.7363,MLP520-Tanh-Adagrad-0.001-0
75,0.5285,0.5267,0.7364549441222238,0.7357,MLP520-Tanh-Adagrad-0.001-0
76,0.5274,0.5266,0.7370207950205121,0.7362,MLP520-Tanh-Adagrad-0.001-0
77,0.5271,0.5265,0.7370207950205121,0.7362,MLP520-Tanh-Adagrad-0.001-0
78,0.5274,0.5264,0.7370207950205121,0.7362,MLP520-Tanh-Adagrad-0.001-0
79,0.527,0.5263,0.7370207950205121,0.7362,MLP520-Tanh-Adagrad-0.001-0
80,0.5272,0.5262,0.7370207950205121,0.7362,MLP520-Tanh-Adagrad-0.001-0
81,0.5273,0.5261,0.73687933229594,0.7361,MLP520-Tanh-Adagrad-0.001-0
82,0.5261,0.526,0.736737869571368,0.7359,MLP520-Tanh-Adagrad-0.001-0
83,0.5266,0.5259,0.73687933229594,0.7361,MLP520-Tanh-Adagrad-0.001-0
84,0.5263,0.5258,0.736737869571368,0.7359,MLP520-Tanh-Adagrad-0.001-0
85,0.5266,0.5257,0.7363134813976517,0.7355,MLP520-Tanh-Adagrad-0.001-0
86,0.5261,0.5256,0.7370207950205121,0.7361,MLP520-Tanh-Adagrad-0.001-0
87,0.526,0.5255,0.7371622577450841,0.7363,MLP520-Tanh-Adagrad-0.001-0
88,0.5264,0.5255,0.7363134813976517,0.7355,MLP520-Tanh-Adagrad-0.001-0
